names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
GDF15,6.4534135,-0.5865218,1.0935849276982317e-10,2.2805802346373538e-10,0.10660096013965668
CD300A,6.417273,0.60767287,1.3873684310737983e-10,2.8752708064283065e-10,0.03159004946173989
BIRC5,6.3775635,0.90590686,1.799276065206926e-10,3.721230043950688e-10,0.022414169333721267
IGHD,6.372878,0.63421065,1.8551331609162366e-10,3.8209635680599853e-10,0.031430026185627
FN1,6.34898,0.33692458,2.1674759876357942e-10,4.4368986986164214e-10,0.0557972068664533
CTSW,6.3424215,0.642408,2.2618131753020193e-10,4.620561200974125e-10,0.029549752691300554
BTK,6.3359284,0.57449794,2.3591654946357935e-10,4.809622525723889e-10,0.03272475996508583
GPBAR1,6.251037,0.5639285,4.077353374453243e-10,8.262005521918413e-10,0.03406677334885074
IL11,6.2504053,0.47460482,4.09389461138404e-10,8.278764658576614e-10,0.03511419842886238
CSF3,6.2207513,0.6719411,4.947792953024024e-10,9.965273130738527e-10,0.028800552807681117
RARG,6.1203585,0.42457166,9.336503789224415e-10,1.872913886375479e-09,0.040005819028222284
WNT3,6.0955873,0.43720978,1.0903627813153513e-09,2.1785491898137057e-09,0.04206066336921734
DDX58,6.0675116,0.30466157,1.299073731275214e-09,2.5903840737181058e-09,0.05789933081175444
EPHB3,6.0608115,0.386739,1.354362978332531e-09,2.6952631039977405e-09,0.04447919697410532
QRFPR,6.0287867,0.6633297,1.651953201351496e-09,3.2809626082397763e-09,0.02754582484725051
LAIR1,6.01579,0.4916601,1.790113015030683e-09,3.541310529734612e-09,0.033284841431480944
ATF3,5.994774,-0.45005113,2.037687753245671e-09,4.023127102561966e-09,0.0653185917951702
ETS1,5.9883313,0.19212362,2.120048300314323e-09,4.177496749241412e-09,0.06609324992726215
HLA-DQA1,5.970794,0.12984374,2.361013506573877e-09,4.643171945148234e-09,0.051472941518766364
LAMA3,5.936866,0.7018136,2.905226242654613e-09,5.702218566465231e-09,0.025610997963340123
SELPLG,5.889196,0.62715936,3.880797021079899e-09,7.587261363478475e-09,0.029287896421297643
XCL1/2,5.8865967,0.47359398,3.942297204152967e-09,7.692474661514854e-09,0.040387692755309866
CCL26,5.8628387,0.799762,4.550207168053974e-09,8.861395671638185e-09,0.022530549898167006
ADIPOQ,5.847249,0.61764747,4.997692105328892e-09,9.713960771716932e-09,0.02738943846377655
WIF1,5.7678638,0.7493714,8.028260119945521e-09,1.5484177996272574e-08,0.023436136165260402
APOA1,5.758625,0.63137025,8.48018412775377e-09,1.632435444592601e-08,0.028080448065173118
CXCR1,5.756243,0.67166483,8.600654327731684e-09,1.652448173140003e-08,0.025901949374454464
IL12B,5.7476873,0.5286392,9.047238662759528e-09,1.734920670770553e-08,0.030986325283677625
IL1B,5.7143917,0.5706715,1.1009717579085759e-08,2.1072136322494926e-08,0.03059354087867326
FZD1,5.7057514,0.35489467,1.1583106816911391e-08,2.2127270846809734e-08,0.04689773057899331
KRT14,5.6726866,0.75330013,1.4057532734057265e-08,2.680302907960252e-08,0.022839685772475995
PDGFB,5.666782,0.33664906,1.4550427608565479e-08,2.7690072312117958e-08,0.05074556299098051
ITGA5,5.657,0.44281226,1.540417755068513e-08,2.925916836477384e-08,0.03568155368053535
LTBR,5.6222463,0.25742975,1.8849044010944628e-08,3.5734645937415854e-08,0.06657695664823975
EPHA7,5.611926,0.46188468,2.00087169589497e-08,3.786148520965718e-08,0.035463340122199594
CSF2,5.5684977,0.629346,2.5694537235846988e-08,4.843734797190741e-08,0.02655295315682281
GCG,5.530449,0.60650533,3.194123569927834e-08,5.998719875230323e-08,0.026276549316264185
SLC13A3,5.5156875,0.14674714,3.4741918502411784e-08,6.500310359049382e-08,0.1830920861216177
CXCL5,5.454596,0.4089617,4.9084273737295053e-08,9.166671270714991e-08,0.03962394530113471
ICAM3,5.4294205,0.37328,5.653736781117653e-08,1.0538902267967915e-07,0.0388529240616817
FCRLA,5.425835,0.5174329,5.768415001797178e-08,1.0732682930853114e-07,0.031182717486179807
PSCA,5.409403,1.019029,6.32351907878413e-08,1.1743678289170528e-07,0.021788623799825428
WNT7A,5.343919,0.80480427,9.095821255883821e-08,1.686095755025871e-07,0.020813936572592378
CD274,5.3125067,0.4105335,1.0812732927224296e-07,1.996964143939395e-07,0.03526331102705848
NGFR,5.293764,0.48013967,1.1982388403236524e-07,2.208908064758704e-07,0.03524512656386383
MRC1,5.2749057,0.6366227,1.3282421150945694e-07,2.439578637081952e-07,0.03153185917951702
PDCD1LG2,5.26905,0.6040298,1.3713148615012577e-07,2.514077246085639e-07,0.02525094559208612
SERPINA3,5.266413,0.5940141,1.3911506875698317e-07,2.545780325881904e-07,0.0267129764329357
SCG5,5.265068,0.49817932,1.4013746867024003e-07,2.5598103310020123e-07,0.02992071574047134
CD53,5.2306404,0.24699466,1.6892374595946052e-07,3.08001219864153e-07,0.041464212976432935
AREG,5.2199216,0.4914299,1.7899906072937407e-07,3.257782905274608e-07,0.029527931335466977
RELT,5.211871,0.39323086,1.8694518092538646e-07,3.3962273340528465e-07,0.037336339831248185
CFH,5.2094607,0.32600695,1.8939017882522133e-07,3.4344124819573654e-07,0.04314445737561827
CD84,5.198099,0.52447367,2.0133666344736367e-07,3.644448464933292e-07,0.027665842304335175
IL1RN,5.18066,0.6370758,2.2110231814941228e-07,3.9950075896671785e-07,0.02345068373581612
LINC02446,5.1590314,0.6637597,2.4823075383508997e-07,4.469046485412322e-07,0.023490689554844343
CD163,5.123732,0.4190092,2.9954656589309273e-07,5.383233616857914e-07,0.05601178353215013
RAMP2,5.115665,0.4425975,3.1263758720274417e-07,5.608426967561773e-07,0.03648530695373873
CXCL10,5.108691,0.50813496,3.243979068924665e-07,5.808985774586028e-07,0.02895330229851615
CCL28,5.095932,0.3633911,3.4702942929982764e-07,6.203151048734418e-07,0.03596159441373291
TOP2A,5.0916677,0.507997,3.549275008271802e-07,6.321751393736786e-07,0.029076956648239744
LDB2,5.0816736,0.11616115,3.741240492817195e-07,6.651832563605705e-07,0.06376927553098632
ITGB4,5.077248,0.46820515,3.829407781034262e-07,6.784490599673091e-07,0.031400931044515565
CAMP,5.075029,0.48016962,3.874372825602644e-07,6.852026852346726e-07,0.03218286296188536
MMP7,5.0714417,0.53142744,3.9481352650849437e-07,6.970164727248728e-07,0.07319246435845214
BEST1,5.0662837,0.48928615,4.056577064425639e-07,7.149002889947297e-07,0.03207375618271749
NKG7,5.061305,0.47901216,4.16396535175757e-07,7.325359081035725e-07,0.028324119871981378
CCRL2,5.059551,0.7063876,4.2024571235355434e-07,7.380104527472068e-07,0.022210503345941227
POU5F1,5.0585885,0.1927577,4.223708443737585e-07,7.40443459226151e-07,0.16210721559499564
CXCL8,5.0449677,0.49045444,4.535982256918155e-07,7.937968949606771e-07,0.03301207448356124
BRCA1,5.044092,0.5487759,4.556800598700312e-07,7.960484117450282e-07,0.025941955193482687
JCHAIN,4.95666,2.0373306,7.171530276307532e-07,1.2484698794058852e-06,0.02048297934244981
MIR4435-2HG,4.939475,0.38489303,7.833312336443996e-07,1.3613100084688263e-06,0.03911478033168461
CD86,4.9304943,0.57608503,8.202175832784282e-07,1.4204806243282124e-06,0.024930899039860344
EPHB4,4.929042,0.2374533,8.263392558126259e-07,1.4286106996000666e-06,0.0585030549898167
CSHL1,4.9186087,0.56984943,8.716161792134133e-07,1.5042893024010806e-06,0.025647366889729416
CDKN3,4.902576,0.42850962,9.458806972462612e-07,1.6296498759784982e-06,0.03472505091649695
P2RX5,4.8642225,0.5143564,1.1490764543776675e-06,1.9729425914786365e-06,0.024974541751527496
MST1R,4.8178983,0.4843922,1.450783942153797e-06,2.4824525232409417e-06,0.03039714867617108
NegativeAdd,4.7800837,0.31217706,1.752224468359224e-06,2.993134288101678e-06,0.04995999418097178
HPGDS,4.7386913,0.44291526,2.151030300735778e-06,3.6681112964846913e-06,0.031979196974105326
CXCR2,4.731353,0.51087385,2.230287325447605e-06,3.7967986611786608e-06,0.028866016875181845
NOS1,4.7256856,0.31598765,2.2934043348032144e-06,3.89761925150767e-06,0.04686136165260402
VCAN,4.722235,0.47243384,2.3326691694814052e-06,3.957630235001502e-06,0.03074265347686936
B3GNT7,4.715509,0.5651173,2.411072695279992e-06,4.083728879822796e-06,0.024567209775967415
CXCL9,4.6832256,0.40293238,2.823954134611473e-06,4.774962987746764e-06,0.03373217922606925
OSMR,4.68191,0.21379094,2.8421388839244945e-06,4.797607121093455e-06,0.06857724759965086
CX3CR1,4.665348,0.45580983,3.0809491378444803e-06,5.191969843404587e-06,0.028560517893511782
IL2RG,4.612788,0.5821143,3.9730296057224476e-06,6.6728232136378684e-06,0.022945155659004946
IL1RL1,4.583449,0.6616477,4.5736878183399884e-06,7.655955695916938e-06,0.02034114052953157
RELA,4.580353,0.17182198,4.641927109739145e-06,7.757210412101642e-06,0.08694355542624382
CCL3/L1/L3,4.574671,0.44678134,4.769698190386393e-06,7.9574464809613e-06,0.077469450101833
TGFBR2,4.568486,0.023380384,4.9125897362238405e-06,8.168608514883829e-06,0.13983124818155368
BID,4.5644865,0.30292332,5.007187262075919e-06,8.312096930908781e-06,0.04955993599068956
STOX2,4.55928,0.7403511,5.132934411985964e-06,8.50673401721515e-06,0.018599068955484434
CDH5,4.553324,0.29843423,5.280474349417259e-06,8.736784832672193e-06,0.04387910968868199
DLL4,4.551742,0.41605237,5.320358253558464e-06,8.78824853434327e-06,0.03225196392202502
SCGB3A1,4.523444,0.778592,6.084140872709282e-06,1.0033319626988453e-05,0.018068082630200755
IFIH1,4.5068164,0.2533575,6.580754370274867e-06,1.081664224079662e-05,0.04376636601687518
CD81,4.4913964,0.15205388,7.075765500665433e-06,1.1611215190436226e-05,0.4148457957521094
CXCR3,4.4614043,0.5065794,8.142438387684731e-06,1.3296216682010465e-05,0.02618562700029095
PRF1,4.454529,0.56669945,8.407760085859583e-06,1.370711375561147e-05,0.022021384928716903
ARHGDIB,4.4348884,0.12612328,9.212004829999989e-06,1.4993848511918682e-05,0.06578047716031422
KRT10,4.3872156,0.49181747,1.1481102682113045e-05,1.86567918584337e-05,0.025912860052371253
AQP2,4.3809404,-0.4196722,1.1816805234587483e-05,1.917118645027888e-05,0.10452065755018912
KRT80,4.3771706,0.72742623,1.202299673485909e-05,1.947414196050801e-05,0.01850450974687227
C5AR2,4.356684,0.4041614,1.3204744097870328e-05,2.135371379962552e-05,0.03148094268257201
CLEC5A,4.339871,0.6002654,1.4256652140068549e-05,2.2980529456052524e-05,0.021126709339540296
WNT5B,4.336042,0.43437687,1.4507125819727884e-05,2.3346676761330563e-05,0.03004437009019494
PTK6,4.3352675,0.42085177,1.4558291471254112e-05,2.3391412139206044e-05,0.0326592958975851
CD80,4.297625,0.4335748,1.726377924514454e-05,2.76939792057527e-05,0.028607797497817864
NOTCH1,4.27971,0.18900633,1.8713703479132323e-05,2.997186749217833e-05,0.07073756182717486
OAS2,4.277713,0.28860667,1.8882347509953847e-05,3.0193657919271245e-05,0.04486470759383183
ANGPTL1,4.276253,0.17995471,1.9006502952992846e-05,3.0343715240742966e-05,0.06095068373581612
CSMD1,4.263974,0.29083967,2.0082273612495696e-05,3.20101208377519e-05,0.04351178353215013
LCN2,4.2447824,0.8241434,2.1880573754945007e-05,3.4821072064705803e-05,0.01618417224323538
CXCL1/2/3,4.232464,0.058499455,2.311453197525472e-05,3.672611646393629e-05,0.07193046261274368
TNF,4.232109,0.65235275,2.3151028460283513e-05,3.672611646393629e-05,0.020566627873145185
TEK,4.225146,0.36532396,2.3878627180719757e-05,3.776067268230723e-05,0.02952065755018912
RUNX3,4.199441,0.41368002,2.6757474866621636e-05,4.224642325155877e-05,0.028924207157404715
HILPDA,4.197866,0.28422475,2.6944202163199272e-05,4.247424624466531e-05,0.041584230433517604
OAS3,4.1947126,0.42968088,2.7321793647620525e-05,4.300175383847193e-05,0.025960139656677334
MXRA8,4.18959,0.12669286,2.794587356917788e-05,4.391494418013667e-05,0.06627873145184754
MZB1,4.1870084,0.6519999,2.8265511062346754e-05,4.4347612184026807e-05,0.02807317427989526
IL2RA,4.186372,0.5536913,2.8344913320125798e-05,4.436049731191416e-05,0.02223959848705266
CD70,4.184328,0.46377975,2.8601097391386933e-05,4.4664116207142465e-05,0.027574919988361944
WNT10B,4.181425,0.5043613,2.89687659697065e-05,4.516781111476044e-05,0.02484725050916497
ANKRD1,4.174288,0.4046804,2.989195128778523e-05,4.653474842779629e-05,0.029884346814082047
CEACAM6,4.172216,0.704542,3.0165144666211292e-05,4.6887127035524075e-05,0.017438900203665987
LINC01857,4.143331,0.43598828,3.4229695254889685e-05,5.3122364263790034e-05,0.026367471632237415
CD52,4.1275253,0.6543762,3.6668778960187195e-05,5.681957854357179e-05,0.01836630782659296
CPB1,4.0595,0.67426544,4.917783107536263e-05,7.573385985605845e-05,0.01788623799825429
NLRC4,4.058998,0.47202924,4.9283716164105994e-05,7.578033775771138e-05,0.02531640965958685
NUSAP1,4.0561614,0.4056807,4.988575057711356e-05,7.658839927559919e-05,0.031211812627291242
CST7,4.0553646,0.4331403,5.0056171038370455e-05,7.673235407260157e-05,0.0272221414023858
INS,4.025063,0.640214,5.696010314888596e-05,8.704895152982418e-05,0.018635437881873728
ADGRG5,3.9999382,0.44669315,6.335904220543718e-05,9.668048970677229e-05,0.026262001745708467
UBE2C,3.9824111,0.41304,6.821965577910488e-05,0.00010393892760256314,0.0281531859179517
CD40,3.9700427,0.3260308,7.185974901788108e-05,0.00010931855435698931,0.03407768402676753
CSF3R,3.9525504,0.58523923,7.732264077414215e-05,0.0001174060426554033,0.019890165842304335
FAS,3.9522784,0.32629958,7.741057757499119e-05,0.0001174060426554033,0.033986761710794296
ESR1,3.93545,0.29317448,8.304093243192066e-05,0.00012575487649675127,0.03340849578120454
TNFRSF13B,3.9188757,0.6247291,8.896296687266625e-05,0.000134519531479666,0.01857361070701193
CASP3,3.89393,0.23077059,9.863315350637747e-05,0.0001486924497889817,0.04736325283677626
WNT11,3.891019,0.6782747,9.982403014080989e-05,0.00015026143484353488,0.01643875472796043
DUSP4,3.8681042,0.3983155,0.00010968479037959851,0.0001646094080509417,0.028931480942682573
CIDEA,3.8537867,0.5776766,0.00011630495628926722,0.00017428332521789893,0.019631946464940354
MMP9,3.8478258,0.41985926,0.00011917073106578576,0.00017831076501771532,0.025811027058481234
MMP19,3.8278913,0.39075452,0.00012924577142747114,0.00019309704059537107,0.028906022694210068
IL17A,3.8020425,0.4987298,0.0001435081075656316,0.0002140858653847947,0.023046988652894968
INHBB,3.7784107,0.5279472,0.00015783246419173852,0.00023475526991965863,0.02080666278731452
MPO,3.7679348,0.47933838,0.00016460371267160728,0.0002444633774247461,0.023348850741926098
DMBT1,3.7650135,0.4831512,0.00016654013457932217,0.0002469728514280022,0.022603287750945594
GPR183,3.759452,0.53301066,0.00017028582017774072,0.0002521540029555007,0.0201338376491126
CD247,3.7587454,0.27448747,0.00017076749357414043,0.00025249373865245876,0.039642129764329355
MMP14,3.7525725,0.20491847,0.00017502916546165658,0.00025803268722697823,0.0682972068664533
LGR5,3.7350855,0.6311962,0.00018765148091086137,0.0002762340182231945,0.017518911841722433
NPR1,3.7307842,0.28825036,0.00019088472664216186,0.0002805809271201234,0.030088012801862088
MSR1,3.7258034,0.32523277,0.0001946941739965717,0.0002857608037691617,0.029324265347686937
TNFRSF10D,3.711108,0.28577346,0.00020635401255660122,0.0003024309905844185,0.03655440791387838
ITGA8,3.6999211,0.35263583,0.00021566639809785082,0.0003156170533566501,0.02807317427989526
CD3D,3.6946158,0.33321482,0.00022021946677566205,0.0003218097609378653,0.03200829211521676
S100B,3.6938214,0.4794789,0.00022090900891223183,0.00032234681912703215,0.023221559499563574
AATK,3.68709,0.32812488,0.00022683313204987837,0.00033050941074516487,0.031622781495490256
FGF7,3.6674078,0.2937246,0.0002450220155447405,0.0003559753810744343,0.03430680826302008
STAT4,3.6636562,0.41928744,0.00024864036169125085,0.00036070869862745233,0.02327974978178644
CALM1,3.651002,0.117253646,0.0002612191978341357,0.00037840870771630944,0.22153040442246144
IL12RB2,3.647067,0.38543338,0.00026525073174662767,0.00038369361629822876,0.02541460576083794
EPHA3,3.6408153,0.3020691,0.0002717761902182882,0.00039199995159727166,0.0334157695664824
FASLG,3.6246166,0.40816104,0.000289390449534192,0.00041620666664328476,0.026200174570846668
SPRY2,3.5970335,0.1773973,0.00032186703260126363,0.000460269856619807,0.05377145766656968
CD48,3.5959322,0.30111614,0.0003232318333737218,0.0004615621472283816,0.02920061099796334
SORBS1,3.595539,0.2819842,0.0003237204408290184,0.000461601369330267,0.03618344486470759
FGR,3.5801864,0.3167859,0.0003433492526498317,0.0004888941705582952,0.03324847250509165
MSMB,3.5564237,0.49210235,0.0003759377730971701,0.0005337783132911592,0.021664969450101833
TLR1,3.5142095,0.39737955,0.0004410647127138532,0.0006244777615651585,0.02475269130055281
CXCR5,3.512378,0.3233757,0.0004441157527425048,0.0006279094187785979,0.03588885656095432
FKBP11,3.502106,0.30191824,0.00046159610442301797,0.0006517033857932877,0.03400858306662787
TNFSF9,3.474139,0.39501002,0.0005124956292896828,0.0007215304147946167,0.026902094850160024
IFIT1,3.4619572,0.20626543,0.0005362622300356981,0.0007518186166186748,0.04953811463485598
FOXF1,3.4583066,0.3112608,0.0005435825007826376,0.0007610155010956926,0.033270293860925226
TIE1,3.444475,0.15505065,0.0005721696718198921,0.0007999187730331174,0.04825792842595287
IFNL2/3,3.431528,0.3415079,0.0006001908495889514,0.000837923347891967,0.03148821646784987
FABP4,3.424609,0.40817535,0.0006156849486296987,0.0008583574283820729,0.023214285714285715
TAP2,3.396612,0.22356136,0.0006822566891354262,0.0009485263136452246,0.041940645912132674
PGR,3.3581429,0.50971484,0.0007846806483906881,0.0010894109972802756,0.01882455629909805
ITGAL,3.3363955,0.41088778,0.0008487230066624854,0.0011750646330140357,0.021043060808844924
KRT5,3.3243651,0.4382716,0.0008862008575014049,0.0012252583678990419,0.02229778876927553
CLEC4E,3.3162215,0.49431422,0.0009124347652103376,0.0012597892413455834,0.018795461157986616
MYL4,3.3054802,0.32115638,0.0009481381185700407,0.0013072813453011167,0.03397585103287751
GZMK,3.266903,0.33283865,0.001087309164907087,0.0014950501017472445,0.026825720104742507
TYMS,3.2612247,0.28651744,0.0011093209824458573,0.0015232240101897164,0.03847832411987198
CLEC12A,3.230158,0.3068274,0.0012372182850959317,0.001694193575076645,0.031633692173407044
IL20RA,3.2150016,0.6029093,0.0013044382797656906,0.0017838015273845033,0.015329502473086995
FFAR4,3.212298,0.35205814,0.0013167777180744086,0.0017982189574249428,0.02759674134419552
CLEC7A,3.2109458,0.20335773,0.0013229891607603654,0.0018042399862685636,0.03237925516438755
SOX2,3.208876,0.5919161,0.0013325502533935107,0.0018148065355740193,0.01606415478615071
CTSG,3.2065516,0.43860143,0.0013433625729190153,0.0018270461080053455,0.019315536805353507
MMP1,3.1983178,0.3703679,0.001382318211873138,0.0018774769743351574,0.025898312481815535
PTGDS,3.1944196,-0.70175004,0.0014011230766387524,0.0019004392950073051,0.06533677625836486
GNLY,3.1537354,0.47842288,0.0016119510423229647,0.0021804905315747133,0.01976651149258074
SERPINB5,3.115622,0.3952881,0.001835574287806865,0.0024796354414233085,0.021701338376491127
CCL15,3.1090672,0.22725837,0.0018767903905295993,0.002526290346964286,0.03754000581902822
ITGAE,3.1089268,0.31144822,0.0018776823358056232,0.002526290346964286,0.03231015420424789
ARG1,3.1014307,0.49701333,0.0019258800324741393,0.0025876589429618974,0.018177189409368636
TNFSF8,3.0725505,0.31677547,0.002122379462541854,0.00284404530388808,0.026556590049461738
TNFRSF9,3.0710762,0.53956676,0.0021328878893532425,0.0028543058519286037,0.01658786732615653
TNFRSF10A,3.065513,0.5430909,0.002172969872516235,0.002904062539904875,0.016431480942682573
NPPC,3.0641153,0.07633729,0.0021831475637922393,0.002913774281808042,0.03004437009019494
CD79A,3.0322828,0.39634842,0.0024271164237744296,0.0032264854451503375,0.022123217922606925
KRT13,3.0220351,0.6139805,0.00251081445762675,0.0033333226420217197,0.014816700610997963
IGF2R,3.0086067,0.11133822,0.002624486735953367,0.0034750148448271434,0.08537605469886529
MS4A1,2.9780872,0.25708365,0.002900534552016109,0.0038354492557042597,0.0241562409077684
ITGB8,2.9755833,0.0030799187,0.0029243188460358048,0.0038600202920640245,0.12746581320919406
KLRK1,2.9602144,0.26553595,0.0030742498954685602,0.004049110717584248,0.02467995344777422
CHEK2,2.9331095,0.254995,0.0033558551924997627,0.004408413448415043,0.0365689554844341
APOD,2.9215367,0.20123433,0.0034830931159383484,0.004569562528249393,0.03202647657841141
IL1RAP,2.8970633,0.30165237,0.0037667365875288113,0.004935213775021387,0.025134565027640384
BMP2,2.8929572,0.24751876,0.0038163327009233783,0.004993658867482748,0.04129327902240326
COL5A2,2.8924139,0.23002349,0.0038229409181041217,0.004995775272874969,0.033754000581902824
LGALS3BP,2.862095,0.008387194,0.004208505277552542,0.00547817136908985,0.2063936572592377
COL4A2,2.8501403,-0.0017935227,0.004369995088589777,0.00568099361516671,0.15012729124236251
MET,2.8384972,0.1705678,0.004532651852450031,0.005884804804542777,0.054480651731160894
OASL,2.8253663,0.20674819,0.004722659586409107,0.006123552132118544,0.04283895839394821
INHBA,2.8218844,0.28710678,0.004774238264249436,0.006182422383588208,0.02862234506837358
CD40LG,2.8107445,0.31332588,0.004942700994269135,0.006392304515844192,0.024905440791387838
FGF13,2.8002503,0.15687378,0.0051063012137936735,0.006595364535493506,0.03859106779167879
TLR5,2.7926526,0.2193255,0.005227781700215105,0.006743568919993969,0.03271021239453011
FGF18,2.7708788,0.31186363,0.005590521830455394,0.0071929464682337395,0.02666569682862962
NR1H3,2.7199733,0.15326099,0.006528717855369915,0.008367793307586793,0.04803971486761711
IL22RA1,2.7195246,0.493698,0.006537585036002388,0.008368443249409706,0.015518620890311318
TCL1A,2.7164521,0.28740874,0.0065985761811204035,0.008435727659388919,0.025487343613616525
CD5L,2.696702,0.351851,0.007002992366856883,0.00894132061125477,0.021748617980797205
MFAP5,2.676328,0.28518355,0.007443379764394281,0.009467373753695902,0.027251236543497235
REG1A,2.6518452,0.22956952,0.00800532302946357,0.010169198416869333,0.03184463194646494
WNT9A,2.6406944,0.33505952,0.008273634526847687,0.0104967150334278,0.02343977305789933
HBB,2.640102,0.29758212,0.008288112648265929,0.01050177311508126,0.039514838521966834
RGCC,2.6288397,0.06412822,0.008567673101174636,0.010842276579362592,0.060456066336921736
IRF4,2.6165159,0.359749,0.008883225782994388,0.011213252217878162,0.02282877509455921
TNFRSF4,2.6101582,0.29834664,0.009050034045358691,0.011409425792700314,0.026545679371544954
NRXN1,2.5854561,0.3231638,0.009725026002428383,0.012244969847082782,0.021384928716904276
COL8A1,2.5479014,0.3326688,0.0108373110512849,0.01362832708836204,0.02073756182717486
CD37,2.5408988,0.15856078,0.011056792215730228,0.013886887086506849,0.0406531859179517
